DEC,HEX,所在文件,功能/描述,参数数量,a,b,c,d,e,f,g,h,i,j,k,l,m
567,237,,设置血量（地狱默认使用）,2,机体场地编号,血量设置为10b
568,238,,增加血量,2,机体场地编号,血量增加b
569,239,,增加血量,2,机体场地编号,血量增加10b
570,23A,,增加血量上限,2,机体场地编号,血量上限增加b
571,23B,,增加血量上限,2,机体场地编号,血量上限增加10b
572,23C,,设置能量,2,机体场地编号,100为一管
573,23D,,设置机体AI,2,机体场地编号,AI编号
574,23E,,设置等级,2,机体场地编号,机体等级
575,23F,,设置自动悬浮高度,2,机体场地编号,自动悬浮最大高度
576,240,,让机体变得透明?,2,机体场地编号,根据是否为0分别执行CscriptMeka vftable的两个内部函数，为0时的函数让机体变得透明，为1效果未知但翻转某个值的bit
577,241,,设置机体透明度,3,机体场地编号,透明度（100为完全透明）,暂时未知
578,242,,设置机体是否受到武装影响,2,机体场地编号,不为0就不受武装影响
579,243,,,2,机体场地编号
580,244,,设置机体在一定时间后爆炸,2,机体场地编号,时间
581,245,,设置机体在被击败时是否爆炸,2,机体场地编号,不为0就不爆炸
582,246
583,247
584,248,,设置机体锁定优先,3,机体场地编号,要修改锁定优先度的某个机体阵营,好像是优先程度
585,249
586,24A,,设置Buff值,3,机体场地编号,Buff种类,Buff值设置为c
587,24B,,添加Buff值,3,机体场地编号,Buff种类,Buff值增加c
588,24C,,返回机体血量百分比,1,机体场地编号
589,24D
590,24E,,返回初始横坐标,1,机体场地编号
591,24F,,返回初始纵坐标,1,机体场地编号
592,250,,返回初始高度,1,机体场地编号
593,251
594,252
595,253
596,254
597,255
598,256
599,257
600,258
601,259,,和降落动画有关,3,机体场地编号,高度（为负值）,未知
602,25A
603,25B
604,25C
605,25D
606,25E
607,25F
608,260,,使机体隐形，但做出动作后会解除,3,机体场地编号
609,261,,制造重影,4,机体场地编号
610,262
611,263
612,264
613,265
614,266
615,267
616,268
617,269
618,26A
619,26B
620,26C
621,26D
622,26E
623,26F
624,270
625,271
626,272
627,273
628,274
629,275
630,276
631,277
632,278
633,279
634,27A
635,27B
636,27C
637,27D
638,27E
639,27F
640,280
641,281
642,282
643,283
644,284
645,285,,设置机体的残影特效,2,机体场地编号,恢复正常所需时间
646,286,,设置机体的残影特效,2,机体场地编号,机体退场所需时间
647,287
648,288
649,289
650,28A
651,28B
652,28C
653,28D
654,28E
655,28F
656,290
657,291
658,292
659,293
660,294
661,295
662,296
663,297
664,298
665,299
666,29A
667,29B
668,29C,,机体中途登场,10,同阵营机体数≤a时，达成登场条件,达成登场条件的b/60秒后登场,机体阵营,机体种类编号,机体等级,设置初始血量为血量上限的f%,决定机体生成在以地图某个固定点为中心的三角形的哪个顶点，小于0随机，0、1、2代表三个顶点，大于2生成在0代表的顶点,生成时高度,AI编号,？
669,29D,,机体中途登场，地狱与212一起用,6,同阵营机体数≤a时，达成登场条件,达成登场条件的b/60秒后登场,机体场地编号,决定机体生成在以地图某个固定点为中心的三角形的哪个顶点，小于0随机，0、1、2代表三个顶点，大于2生成在0代表的顶点,生成时高度,？
670,29E
671,29F,,设置条件（例如胜利条件）,6,条件编号，＜50代表满足时胜利，≥50代表满足时失败，但参数f设置为-1时满足了也不会胜利或失败,使用案例目前只看到0或8，可能是二进制,"判断条件是否满足的是什么，0设置条件后经过的时间，1设置的倒计时，5机体场地编号，6机体阵营编号，7剩余的机体数量，19 MapObj编号, 21剩余的MapObj数量",与参数c对应的值
672,2A0
673,2A1,,和条件有关,1,条件编号
674,2A2
675,2A3
676,2A4
677,2A5,,返回29F设置的胜利条件是否已被满足，1代表满足,1
678,2A6
679,2A7
680,2A8
681,2A9
682,2AA
683,2AB
684,2AC
685,2AD
686,2AE
687,2AF
688,2B0
689,2B1
690,2B2
691,2B3
692,2B4
693,2B5
694,2B6
695,2B7
696,2B8
697,2B9
698,2BA
699,2BB
700,2BC
701,2BD
702,2BE
703,2BF
704,2C0
705,2C1
706,2C2
707,2C3,,生成随机整数,3.04054401,"随机数范围为[1, a)"
708,2C4,,,3.044096551
709,2C5,,,3.047649092
710,2C6,,,3.051201633
711,2C7,,,3.054754175
712,2C8,,,3.058306716
713,2C9,,,3.061859257
714,2CA,,,3.065411798
715,2CB,,,3.06896434
716,2CC,,,3.072516881
717,2CD,,,3.076069422
718,2CE,,,3.079621963
719,2CF,,,3.083174505
720,2D0,,,3.086727046
721,2D1,,,3.090279587
722,2D2,,,3.093832128
723,2D3,,,3.09738467
724,2D4,,,3.100937211
725,2D5,,,3.104489752
726,2D6,,,3.108042293
727,2D7,,,3.111594835
728,2D8,,,3.115147376
729,2D9,,,3.118699917
730,2DA,,,3.122252458
731,2DB,,,3.125804999
732,2DC,,,3.129357541
733,2DD,,,3.132910082
734,2DE,,,3.136462623
735,2DF,,,3.140015164
736,2E0,,,3.143567706
737,2E1,,,3.147120247
738,2E2,,,3.150672788
739,2E3,,,3.154225329
740,2E4,,,3.157777871
741,2E5,,,3.161330412
742,2E6,,,3.164882953
743,2E7,,,3.168435494
744,2E8,,,3.171988036
745,2E9,,,3.175540577
746,2EA,,,3.179093118
747,2EB,,,3.182645659
748,2EC,,,3.186198201
749,2ED,,,3.189750742
750,2EE,,,3.193303283
751,2EF,,,3.196855824
752,2F0,,,3.200408366
753,2F1,,,3.203960907
754,2F2,,,3.207513448
755,2F3,,,3.211065989
756,2F4,,,3.21461853
757,2F5,,,3.218171072
758,2F6,,,3.221723613
759,2F7,,,3.225276154
760,2F8,,,3.228828695
761,2F9,,,3.232381237
762,2FA,,,3.235933778
763,2FB,,,3.239486319
764,2FC,,,3.24303886
765,2FD,,,3.246591402
766,2FE,,,3.250143943
767,2FF,,,3.253696484
768,300,,,3.257249025
769,301,,,3.260801567
770,302,,,3.264354108
771,303,,,3.267906649
772,304,,,3.27145919
773,305,,,3.275011732
774,306,,,3.278564273
775,307,,,3.282116814
776,308,,,3.285669355
777,309,,,3.289221897
778,30A,,,3.292774438
779,30B,,,3.296326979
780,30C,,,3.29987952
781,30D,,,3.303432061
782,30E,,,3.306984603
783,30F,,,3.310537144
784,310,,,3.314089685
785,311,,,3.317642226
786,312,,,3.321194768
787,313,,,3.324747309
788,314,,,3.32829985
789,315,,,3.331852391
790,316,,,3.335404933
791,317,,,3.338957474
792,318,,,3.342510015
793,319,,,3.346062556
794,31A,,,3.349615098
795,31B,,,3.353167639
796,31C,,,3.35672018
797,31D,,,3.360272721
798,31E,,,3.363825263
799,31F,,,3.367377804
800,320,,,3.370930345
801,321,,,3.374482886
802,322,,,3.378035428
803,323,,,3.381587969
804,324,,,3.38514051
805,325,,,3.388693051
806,326,,,3.392245592
807,327,,,3.395798134
808,328,,,3.399350675
809,329,,,3.402903216
810,32A,,,3.406455757
811,32B,,,3.410008299
812,32C,,,3.41356084
813,32D,,,3.417113381
814,32E,,,3.420665922
815,32F,,,3.424218464
816,330,,,3.427771005
817,331,,,3.431323546
818,332,,,3.434876087
819,333,,,3.438428629
820,334,,,3.44198117
821,335,,,3.445533711
822,336,,,3.449086252
823,337,,,3.452638794
824,338,,,3.456191335
825,339,,,3.459743876
826,33A,,,3.463296417
827,33B,,,3.466848958
828,33C,,,3.4704015
829,33D,,,3.473954041
830,33E,,,3.477506582
831,33F,,,3.481059123
832,340,,,3.484611665
833,341,,,3.488164206
834,342,,,3.491716747
835,343,,,3.495269288
836,344,,,3.49882183
837,345,,,3.502374371
838,346,,,3.505926912
839,347,,,3.509479453
840,348,,,3.513031995
841,349,,,3.516584536
842,34A,,,3.520137077
843,34B,,,3.523689618
844,34C,,,3.52724216
845,34D,,,3.530794701
846,34E,,,3.534347242
847,34F,,,3.537899783
848,350,,,3.541452325
849,351,,,3.545004866
850,352,,,3.548557407
851,353,,,3.552109948
852,354,,,3.555662489
853,355,,,3.559215031
854,356,,,3.562767572
855,357,,,3.566320113
856,358,,,3.569872654
857,359,,,3.573425196
858,35A,,,3.576977737
859,35B,,,3.580530278
860,35C,,,3.584082819
861,35D,,,3.587635361
862,35E,,,3.591187902
863,35F,,,3.594740443
864,360,,,3.598292984
865,361,,,3.601845526
866,362,,,3.605398067
867,363,,,3.608950608
868,364,,,3.612503149
869,365,,,3.616055691
870,366,,,3.619608232
871,367,,,3.623160773
872,368,,,3.626713314
873,369,,,3.630265856
874,36A,,,3.633818397
875,36B,,,3.637370938
876,36C,,,3.640923479
877,36D,,,3.64447602
878,36E,,,3.648028562
879,36F,,,3.651581103
880,370,,,3.655133644
881,371,,,3.658686185
882,372,,,3.662238727
883,373,,地狱关卡文件不执行的话就显示不出地图,3.665791268
884,374,,,3.669343809
885,375,,,3.67289635
886,376,,,3.676448892
887,377,,,3.680001433
888,378,,,3.683553974
889,379,,,3.687106515
890,37A,,,3.690659057
891,37B,,,3.694211598
892,37C,,,3.697764139
893,37D,,,3.70131668
894,37E,,,3.704869222
895,37F,,,3.708421763
896,380,,,3.711974304
897,381,,,3.715526845
898,382,,,3.719079386
899,383,,,3.722631928
900,384,,,3.726184469
901,385,,,3.72973701
902,386,,,3.733289551
903,387,,,3.736842093
904,388,,,3.740394634
905,389,,,3.743947175
906,38A,,,3.747499716
907,38B,,,3.751052258
908,38C,,,3.754604799
909,38D,,,3.75815734
910,38E,,,3.761709881
911,38F,,,3.765262423
912,390,,,3.768814964
913,391,,,3.772367505
914,392,,,3.775920046
915,393,,,3.779472588
916,394,,,3.783025129
917,395,,,3.78657767
918,396,,,3.790130211
919,397,,,3.793682753
920,398,,,3.797235294
921,399,,,3.800787835
922,39A,,,3.804340376
923,39B,,,3.807892917
924,39C,,,3.811445459
925,39D,,,3.814998
926,39E,,,3.818550541
927,39F,,,3.822103082
928,3A0,,,3.825655624
929,3A1,,,3.829208165
930,3A2,,,3.832760706
931,3A3,,,3.836313247
932,3A4,,,3.839865789
933,3A5,,,3.84341833
934,3A6,,,3.846970871
935,3A7,,,3.850523412
936,3A8,,,3.854075954
937,3A9,,,3.857628495
938,3AA,,,3.861181036
939,3AB,,,3.864733577
940,3AC,,,3.868286119
941,3AD,,,3.87183866
942,3AE,,,3.875391201
943,3AF,,,3.878943742
944,3B0,,,3.882496284
945,3B1,,,3.886048825
946,3B2,,,3.889601366
947,3B3,,,3.893153907
948,3B4,,,3.896706448
949,3B5,,,3.90025899
950,3B6,,,3.903811531
951,3B7,,,3.907364072
952,3B8,,,3.910916613
953,3B9,,,3.914469155
954,3BA,,,3.918021696
955,3BB,,,3.921574237
956,3BC,,,3.925126778
957,3BD,,,3.92867932
958,3BE,,,3.932231861
959,3BF,,,3.935784402
960,3C0,,,3.939336943
961,3C1,,,3.942889485
962,3C2,,,3.946442026
963,3C3,,,3.949994567
964,3C4,,,3.953547108
965,3C5,,,3.95709965
966,3C6,,,3.960652191
967,3C7,,,3.964204732
968,3C8,,,3.967757273
969,3C9,,,3.971309815
970,3CA,,,3.974862356
971,3CB,,,3.978414897
972,3CC,,,3.981967438
973,3CD,,,3.985519979
974,3CE,,,3.989072521
975,3CF,,,3.992625062
976,3D0,,,3.996177603
977,3D1,,,3.999730144
978,3D2,,,4.003282686
979,3D3,,,4.006835227
980,3D4,,,4.010387768
981,3D5,,,4.013940309
982,3D6,,,4.017492851
983,3D7,,,4.021045392
984,3D8,,,4.024597933
985,3D9,,,4.028150474
986,3DA,,,4.031703016
987,3DB,,,4.035255557
988,3DC,,,4.038808098
989,3DD,,,4.042360639
990,3DE,,,4.045913181
991,3DF,,,4.049465722
992,3E0,,,4.053018263
993,3E1,,,4.056570804
994,3E2,,,4.060123345
995,3E3,,,4.063675887
996,3E4,,,4.067228428
997,3E5,,,4.070780969
998,3E6,,,4.07433351
999,3E7,,,4.077886052
1000,3E8,,,4.081438593
1001,3E9,,,4.084991134
1002,3EA,,,4.088543675
1003,3EB,,,4.092096217
1004,3EC,,,4.095648758
1005,3ED,,,4.099201299
1006,3EE,,,4.10275384
1007,3EF,,,4.106306382
1008,3F0,,,4.109858923
1009,3F1,,,4.113411464
1010,3F2,,,4.116964005
1011,3F3,,,4.120516547
1012,3F4,,,4.124069088
1013,3F5,,,4.127621629
1014,3F6,,,4.13117417
1015,3F7,,,4.134726712
1016,3F8,,,4.138279253
1017,3F9,,,4.141831794
1018,3FA,,,4.145384335
1019,3FB,,,4.148936876
1020,3FC,,,4.152489418
1021,3FD,,,4.156041959
1022,3FE,,,4.1595945
1023,3FF,,,4.163147041
1024,400,,,4.166699583
1025,401,,,4.170252124
1026,402,,,4.173804665
1027,403,,,4.177357206
1028,404,,,4.180909748
1029,405,,,4.184462289
1030,406,,,4.18801483
1031,407,,,4.191567371
1032,408,,,4.195119913
1033,409,,,4.198672454
1034,40A,,,4.202224995
1035,40B,,,4.205777536
1036,40C,,,4.209330078
1037,40D,,,4.212882619
1038,40E,,,4.21643516
1039,40F,,,4.219987701
1040,410,,,4.223540243
1041,411,,,4.227092784
1042,412,,,4.230645325
1043,413,,,4.234197866
1044,414,,,4.237750407
1045,415,,,4.241302949
1046,416,,,4.24485549
1047,417,,,4.248408031
1048,418,,,4.251960572
1049,419,,,4.255513114
1050,41A,,,4.259065655
1051,41B,,,4.262618196
1052,41C,,,4.266170737
1053,41D,,,4.269723279
1054,41E,,,4.27327582
1055,41F,,,4.276828361
1056,420,,,4.280380902
1057,421,,,4.283933444
1058,422,,,4.287485985
1059,423,,,4.291038526
1060,424,,,4.294591067
1061,425,,,4.298143609
1062,426,,,4.30169615
1063,427,,,4.305248691
1064,428,,,4.308801232
1065,429,,,4.312353774
1066,42A,,,4.315906315
1067,42B,,,4.319458856
1068,42C,,,4.323011397
1069,42D,,播放SE,4.326563938,SE名称（字符串）
1070,42E,,,4.33011648
1071,42F,,,4.333669021
1072,430,,,4.337221562
1073,431,,,4.340774103
1074,432,,,4.344326645
1075,433,,,4.347879186
1076,434,,,4.351431727
1077,435,,,4.354984268
1078,436,,,4.35853681
1079,437,,,4.362089351
1080,438,,,4.365641892
1081,439,,,4.369194433
1082,43A,,,4.372746975
1083,43B,,,4.376299516
1084,43C,,,4.379852057
1085,43D,,,4.383404598
1086,43E,,,4.38695714
1087,43F,,,4.390509681
1088,440,,,4.394062222
1089,441,,,4.397614763
1090,442,,,4.401167304
1091,443,,,4.404719846
1092,444,,,4.408272387
1093,445,,,4.411824928
1094,446,,,4.415377469
1095,447,,,4.418930011
1096,448,,,4.422482552
1097,449,,,4.426035093
1098,44A,,,4.429587634
1099,44B,,,4.433140176
1100,44C,,,4.436692717
1101,44D,,,4.440245258
1102,44E,,,4.443797799
1103,44F,,,4.447350341
1104,450,,,4.450902882
1105,451,,,4.454455423
1106,452,,,4.458007964
1107,453,,,4.461560506
1108,454,,,4.465113047
1109,455,,,4.468665588
1110,456,,,4.472218129
1111,457,,,4.475770671
1112,458,,,4.479323212
1113,459,,,4.482875753
1114,45A,,,4.486428294
1115,45B,,,4.489980835
1116,45C,,,4.493533377
1117,45D,,,4.497085918
1118,45E,,,4.500638459
1119,45F,,,4.504191
1120,460,,,4.507743542
1121,461,,,4.511296083
1122,462,,,4.514848624
1123,463,,,4.518401165
1124,464,,,4.521953707
1125,465,,,4.525506248
1126,466,,,4.529058789
1127,467,,,4.53261133
1128,468,,,4.536163872
1129,469,,,4.539716413
1130,46A,,,4.543268954
1131,46B,,,4.546821495
1132,46C,,,4.550374037
1133,46D,,,4.553926578
1134,46E,,,4.557479119
1135,46F,,,4.56103166
1136,470,,,4.564584202
1137,471,,,4.568136743
1138,472,,,4.571689284
1139,473,,,4.575241825
1140,474,,,4.578794366
1141,475,,,4.582346908
1142,476,,,4.585899449
1143,477,,,4.58945199
1144,478,,,4.593004531
1145,479,,,4.596557073
1146,47A,,,4.600109614
1147,47B,,,4.603662155
1148,47C,,,4.607214696
1149,47D,,,4.610767238
1150,47E,,,4.614319779
1151,47F,,,4.61787232
1152,480,,,4.621424861
1153,481,,,4.624977403
1154,482,,,4.628529944
1155,483,,,4.632082485
1156,484,,,4.635635026
1157,485,,,4.639187568
1158,486,,,4.642740109
1159,487,,,4.64629265
1160,488,,,4.649845191
1161,489,,,4.653397732
1162,48A,,,4.656950274
1163,48B,,,4.660502815
1164,48C,,,4.664055356
1165,48D,,设置倒计时,4.667607897,时间，a/61秒
1166,48E,,,4.671160439
1167,48F,,,4.67471298
1168,490,,,4.678265521
1169,491,,,4.681818062
1170,492,,,4.685370604
1171,493,,,4.688923145
1172,494,,,4.692475686
1173,495,,,4.696028227
1174,496,,,4.699580769
1175,497,,,4.70313331
1176,498,,,4.706685851
1177,499,,ES/剧情进入战斗,4.710238392
1178,49A,,,4.713790934
1179,49B,,,4.717343475
1180,49C,,显示OPEN COMBAT,4.720896016
1181,49D,,,4.724448557
1182,49E,,,4.728001099
1183,49F,,,4.73155364
1184,4A0,,"返回难度，0 VE, 1 E, 2 N, 3 H, 5 VH",4.735106181
1185,4A1,,,4.738658722
1186,4A2,,,4.742211263
1187,4A3,,,4.745763805
1188,4A4,,,4.749316346
1189,4A5,,,4.752868887
1190,4A6,,,4.756421428
1191,4A7,,,4.75997397
1192,4A8,,地狱21D、22E加载机体后面跟着,4.763526511
1193,4A9,,,4.767079052
1194,4AA,,地狱22D加载机体后面跟着,4.770631593
1195,4AB,,,4.774184135
1196,4AC,,,4.777736676
1197,4AD,,,4.781289217
1198,4AE,,,4.784841758
1199,4AF,,,4.7883943
1200,4B0,,加载地图,4.791946841,地图编号
1201,4B1,,,4.795499382
1202,4B2,,,4.799051923
1203,4B3,,,4.802604465
1204,4B4,,,4.806157006
1205,4B5,,,4.809709547
1206,4B6,,,4.813262088
1207,4B7,,,4.81681463
1208,4B8,,,4.820367171
1209,4B9,,waz/mapobj登场,4.823919712,waz/mapobj场地编号,waz文件编号,此waz在文件内的编号,登场横坐标,登场纵坐标,登场高度,检测是否为1，具体未知
1210,4BA,,激活地图自带的waz/mapobj的场地编号，使其变得可被208之类的函数调整,4.827472253,waz/mapobj场地编号
1211,4BB,,,4.831024794
1212,4BC,,,4.834577336
1213,4BD,,设置waz/mapobj锁定优先,4.838129877,waz/mapobj场地编号,要修改锁定优先度的某个机体阵营,好像是优先程度
1214,4BE,,设置waz/mapobj是否可被武装干涉,4.841682418,waz/mapobj场地编号,b=1代表不可被干涉
1215,4BF,,,4.845234959
1216,4C0,,返回waz/mapobj血量百分比,4.848787501,waz/mapobj场地编号
1217,4C1,,移动waz/mapobj？,4.852340042,waz/mapobj场地编号,未知，设得太大会卡住,x,y,z
1218,4C2,,MapObj版256,4.855892583
1219,4C3,,MapObj版257,4.859445124
1220,4C4,,MapObj版281,4.862997666
1221,4C5,,MapObj版29B,4.866550207
1222,4C6,,使waz/mapobject隐形,4.870102748,waz/mapobject编号
1223,4C7,,制造重影,4.873655289,waz/mapobject编号
1224,4C8,,在机体列表中创建机体，但不立刻登场，与214、30C之类的设置登场函数配合使用,4.877207831,机体场地编号,机体阵营,机体种类编号,机体等级
1225,4C9,,清除机体,4.880760372,机体场地编号?
1226,4CA,,让已创建的机体登场,4.884312913,机体场地编号,机体登场的横坐标,机体登场的纵坐标,机体登场的高度,机体登场的角度（0-361）
1227,4CB,,,4.887865454,机体场地编号,有效值为0或1；给敌机设置为1时会让造成的伤害提升51%，疑似和ES有关
1228,4CC,,设置血量，不超过上限，和234或248有微妙差异,4.891417996,机体场地编号,血量设置为b
